"model","time","sex","outcome","term","coefficient"
"sdi","30yr","male","chd","statin_non_hdl_c",0.0780779
"sdi","30yr","female","stroke","statin_non_hdl_c",0.0815854
"sdi","30yr","male","stroke","statin_non_hdl_c",0.1459343
"sdi","30yr","female","total_cvd","age_non_hdl_c",-0.0770419
"sdi","30yr","male","total_cvd","age_non_hdl_c",-0.0510854
"sdi","30yr","female","ascvd","age_non_hdl_c",-0.0579383
"sdi","30yr","male","ascvd","age_non_hdl_c",-0.0307797
"sdi","30yr","female","heart_failure","age_non_hdl_c",0
"sdi","30yr","male","heart_failure","age_non_hdl_c",0
"sdi","30yr","female","chd","age_non_hdl_c",-0.0686288
"sdi","30yr","male","chd","age_non_hdl_c",-0.056841
"sdi","30yr","female","stroke","age_non_hdl_c",-0.0414664
"sdi","30yr","male","stroke","age_non_hdl_c",0.0213704
"sdi","30yr","female","total_cvd","age_hdl_c",0.027634
"sdi","30yr","male","total_cvd","age_hdl_c",0.0150236
"sdi","30yr","female","ascvd","age_hdl_c",0.0274011
"sdi","30yr","male","ascvd","age_hdl_c",0.0218126
"sdi","30yr","female","heart_failure","age_hdl_c",0
"sdi","30yr","male","heart_failure","age_hdl_c",0
"sdi","30yr","female","chd","age_hdl_c",0.0453879
"sdi","30yr","male","chd","age_hdl_c",0.0482751
"sdi","30yr","female","stroke","age_hdl_c",0.0120676
"sdi","30yr","male","stroke","age_hdl_c",-0.0146372
"sdi","30yr","female","total_cvd","age_sbp_gte_110",-0.0992045
"sdi","30yr","male","total_cvd","age_sbp_gte_110",-0.1095448
"sdi","30yr","female","ascvd","age_sbp_gte_110",-0.1039749
"sdi","30yr","male","ascvd","age_sbp_gte_110",-0.0898242
"sdi","30yr","female","heart_failure","age_sbp_gte_110",-0.0995144
"sdi","30yr","male","heart_failure","age_sbp_gte_110",-0.1258716
"sdi","30yr","female","chd","age_sbp_gte_110",-0.0871571
"sdi","30yr","male","chd","age_sbp_gte_110",-0.079012
"sdi","30yr","female","stroke","age_sbp_gte_110",-0.1169076
"sdi","30yr","male","stroke","age_sbp_gte_110",-0.1097247
"sdi","30yr","female","total_cvd","age_dm",-0.3208137
"sdi","30yr","male","total_cvd","age_dm",-0.2561109
"sdi","30yr","female","ascvd","age_dm",-0.2785102
"sdi","30yr","male","ascvd","age_dm",-0.210054
"sdi","30yr","female","heart_failure","age_dm",-0.4000423
"sdi","30yr","male","heart_failure","age_dm",-0.3243709
"sdi","30yr","female","chd","age_dm",-0.2814693
"sdi","30yr","male","chd","age_dm",-0.2168168
"sdi","30yr","female","stroke","age_dm",-0.2763132
"sdi","30yr","male","stroke","age_dm",-0.1980543
"sdi","30yr","female","total_cvd","age_smoking",-0.134847
"sdi","30yr","male","total_cvd","age_smoking",-0.1282945
"sdi","30yr","female","ascvd","age_smoking",-0.1167267
"sdi","30yr","male","ascvd","age_smoking",-0.1246327
"sdi","30yr","female","heart_failure","age_smoking",-0.1770335
"sdi","30yr","male","heart_failure","age_smoking",-0.1596172
"sdi","30yr","female","chd","age_smoking",-0.1043265
"sdi","30yr","male","chd","age_smoking",-0.1342293
"sdi","30yr","female","stroke","age_smoking",-0.1284758
"sdi","30yr","male","stroke","age_smoking",-0.1022135
"sdi","30yr","female","total_cvd","age_bmi_gte_30",0
"sdi","30yr","male","total_cvd","age_bmi_gte_30",0
"sdi","30yr","female","ascvd","age_bmi_gte_30",0
"sdi","30yr","male","ascvd","age_bmi_gte_30",0
"sdi","30yr","female","heart_failure","age_bmi_gte_30",0.0083046
"sdi","30yr","male","heart_failure","age_bmi_gte_30",-0.0103092
"sdi","30yr","female","chd","age_bmi_gte_30",0
"sdi","30yr","male","chd","age_bmi_gte_30",0
"sdi","30yr","female","stroke","age_bmi_gte_30",0
"sdi","30yr","male","stroke","age_bmi_gte_30",0
"sdi","30yr","female","total_cvd","age_egfr_lt_60",-0.1399842
"sdi","30yr","male","total_cvd","age_egfr_lt_60",-0.1011023
"sdi","30yr","female","ascvd","age_egfr_lt_60",-0.1269382
"sdi","30yr","male","ascvd","age_egfr_lt_60",-0.0629358
"sdi","30yr","female","heart_failure","age_egfr_lt_60",-0.149585
"sdi","30yr","male","heart_failure","age_egfr_lt_60",-0.1204785
"sdi","30yr","female","chd","age_egfr_lt_60",-0.1106839
"sdi","30yr","male","chd","age_egfr_lt_60",-0.0099119
"sdi","30yr","female","stroke","age_egfr_lt_60",-0.1284556
"sdi","30yr","male","stroke","age_egfr_lt_60",-0.120455
"sdi","30yr","female","total_cvd","sdi_4_to_6",0.1129725
"sdi","30yr","male","total_cvd","sdi_4_to_6",0.0314626
"sdi","30yr","female","ascvd","sdi_4_to_6",0.1149139
"sdi","30yr","male","ascvd","sdi_4_to_6",0.0199201
"sdi","30yr","female","heart_failure","sdi_4_to_6",0.0960646
"sdi","30yr","male","heart_failure","sdi_4_to_6",0.0680528
"sdi","30yr","female","chd","sdi_4_to_6",0.1382642
"sdi","30yr","male","chd","sdi_4_to_6",0.025501
"sdi","30yr","female","stroke","sdi_4_to_6",0.0773125
"sdi","30yr","male","stroke","sdi_4_to_6",0.0354645
"sdi","30yr","female","total_cvd","sdi_7_to_10",0.1975843
"sdi","30yr","male","total_cvd","sdi_7_to_10",0.2003953
"sdi","30yr","female","ascvd","sdi_7_to_10",0.1976537
"sdi","30yr","male","ascvd","sdi_7_to_10",0.194949
"sdi","30yr","female","heart_failure","sdi_7_to_10",0.1987543
"sdi","30yr","male","heart_failure","sdi_7_to_10",0.2619865
"sdi","30yr","female","chd","sdi_7_to_10",0.1991519
"sdi","30yr","male","chd","sdi_7_to_10",0.1560926
"sdi","30yr","female","stroke","sdi_7_to_10",0.1750215
"sdi","30yr","male","stroke","sdi_7_to_10",0.2451115
"sdi","30yr","female","total_cvd","missing_sdi",0.1627381
"sdi","30yr","male","total_cvd","missing_sdi",0.0927451
"sdi","30yr","female","ascvd","missing_sdi",0.1391241
"sdi","30yr","male","ascvd","missing_sdi",0.0863835
"sdi","30yr","female","heart_failure","missing_sdi",0.1562214
"sdi","30yr","male","heart_failure","missing_sdi",0.1151424
"sdi","30yr","female","chd","missing_sdi",0.1338539
"sdi","30yr","male","chd","missing_sdi",0.0400473
"sdi","30yr","female","stroke","missing_sdi",0.115797
"sdi","30yr","male","stroke","missing_sdi",0.135502
"sdi","30yr","female","total_cvd","constant",-1.493211
"sdi","30yr","male","total_cvd","constant",-1.251031
"sdi","30yr","female","ascvd","constant",-2.116951
"sdi","30yr","male","ascvd","constant",-1.836632
"sdi","30yr","female","heart_failure","constant",-2.317899
"sdi","30yr","male","heart_failure","constant",-2.060187
"sdi","30yr","female","chd","constant",-2.860998
"sdi","30yr","male","chd","constant",-2.459219
"sdi","30yr","female","stroke","constant",-2.714965
"sdi","30yr","male","stroke","constant",-2.609552
"full","10yr","female","total_cvd","age",0.7716794
"full","10yr","male","total_cvd","age",0.7847578
"full","10yr","female","ascvd","age",0.7023067
"full","10yr","male","ascvd","age",0.7128741
"full","10yr","female","heart_failure","age",0.884209
"full","10yr","male","heart_failure","age",0.9095703
"full","10yr","female","chd","age",0.7544208
"full","10yr","male","chd","age",0.7335852
"full","10yr","female","stroke","age",0.6848394
"full","10yr","male","stroke","age",0.7182761
"full","10yr","female","total_cvd","non_hdl_c",0.0062109
"full","10yr","male","total_cvd","non_hdl_c",0.0534485
"full","10yr","female","ascvd","non_hdl_c",0.0898765
"full","10yr","male","ascvd","non_hdl_c",0.1465201
"full","10yr","female","heart_failure","non_hdl_c",0
"full","10yr","male","heart_failure","non_hdl_c",0
"full","10yr","female","chd","non_hdl_c",0.1403589
"full","10yr","male","chd","non_hdl_c",0.2403104
"full","10yr","female","stroke","non_hdl_c",0.0327248
"full","10yr","male","stroke","non_hdl_c",0.0008864
"full","10yr","female","total_cvd","hdl_c",-0.1547756
"full","10yr","male","total_cvd","hdl_c",-0.0911282
"full","10yr","female","ascvd","hdl_c",-0.1407316
"full","10yr","male","ascvd","hdl_c",-0.1125794
"full","10yr","female","heart_failure","hdl_c",0
"full","10yr","male","heart_failure","hdl_c",0
"full","10yr","female","chd","hdl_c",-0.1954699
"full","10yr","male","chd","hdl_c",-0.1822238
"full","10yr","female","stroke","hdl_c",-0.0957615
"full","10yr","male","stroke","hdl_c",-0.0220683
"full","10yr","female","total_cvd","sbp_lt_110",-0.1933123
"full","10yr","male","total_cvd","sbp_lt_110",-0.4921973
"full","10yr","female","ascvd","sbp_lt_110",-0.0256648
"full","10yr","male","ascvd","sbp_lt_110",-0.3387216
"full","10yr","female","heart_failure","sbp_lt_110",-0.421474
"full","10yr","male","heart_failure","sbp_lt_110",-0.6765184
"full","10yr","female","chd","sbp_lt_110",-0.0021814
"full","10yr","male","chd","sbp_lt_110",-0.414886
"full","10yr","female","stroke","sbp_lt_110",-0.07474
"full","10yr","male","stroke","sbp_lt_110",-0.2719759
"full","10yr","female","total_cvd","sbp_gte_110",0.3071217
"full","10yr","male","total_cvd","sbp_gte_110",0.2972415
"full","10yr","female","ascvd","sbp_gte_110",0.314511
"full","10yr","male","ascvd","sbp_gte_110",0.2980252
"full","10yr","female","heart_failure","sbp_gte_110",0.3002919
"full","10yr","male","heart_failure","sbp_gte_110",0.3111651
"full","10yr","female","chd","sbp_gte_110",0.3127753
"full","10yr","male","chd","sbp_gte_110",0.2880084
"full","10yr","female","stroke","sbp_gte_110",0.3237856
"full","10yr","male","stroke","sbp_gte_110",0.319957
"full","10yr","female","total_cvd","dm",0.496753
"full","10yr","male","total_cvd","dm",0.4527054
"full","10yr","female","ascvd","dm",0.4799217
"full","10yr","male","ascvd","dm",0.399583
"full","10yr","female","heart_failure","dm",0.6170359
"full","10yr","male","heart_failure","dm",0.5535052
"full","10yr","female","chd","dm",0.523075
"full","10yr","male","chd","dm",0.4937277
"full","10yr","female","stroke","dm",0.4441471
"full","10yr","male","stroke","dm",0.2728292
"full","10yr","female","total_cvd","smoking",0.466605
"full","10yr","male","total_cvd","smoking",0.3726641
"full","10yr","female","ascvd","smoking",0.4062049
"full","10yr","male","ascvd","smoking",0.3379111
"full","10yr","female","heart_failure","smoking",0.5380269
"full","10yr","male","heart_failure","smoking",0.4326811
"full","10yr","female","chd","smoking",0.4594228
"full","10yr","male","chd","smoking",0.3326075
"full","10yr","female","stroke","smoking",0.3636951
"full","10yr","male","stroke","smoking",0.3426763
"full","10yr","female","total_cvd","bmi_lt_30",0
"full","10yr","male","total_cvd","bmi_lt_30",0
"full","10yr","female","ascvd","bmi_lt_30",0
"full","10yr","male","ascvd","bmi_lt_30",0
"full","10yr","female","heart_failure","bmi_lt_30",-0.0191335
"full","10yr","male","heart_failure","bmi_lt_30",-0.0854286
"full","10yr","female","chd","bmi_lt_30",0
"full","10yr","male","chd","bmi_lt_30",0
"full","10yr","female","stroke","bmi_lt_30",0
"full","10yr","male","stroke","bmi_lt_30",0
"full","10yr","female","total_cvd","bmi_gte_30",0
"full","10yr","male","total_cvd","bmi_gte_30",0
"full","10yr","female","ascvd","bmi_gte_30",0
"full","10yr","male","ascvd","bmi_gte_30",0
"full","10yr","female","heart_failure","bmi_gte_30",0.2764302
"full","10yr","male","heart_failure","bmi_gte_30",0.3551736
"full","10yr","female","chd","bmi_gte_30",0
"full","10yr","male","chd","bmi_gte_30",0
"full","10yr","female","stroke","bmi_gte_30",0
"full","10yr","male","stroke","bmi_gte_30",0
"full","10yr","female","total_cvd","egfr_lt_60",0.4780697
"full","10yr","male","total_cvd","egfr_lt_60",0.3886854
"full","10yr","female","ascvd","egfr_lt_60",0.3847744
"full","10yr","male","ascvd","egfr_lt_60",0.2582604
"full","10yr","female","heart_failure","egfr_lt_60",0.5975847
"full","10yr","male","heart_failure","egfr_lt_60",0.5102245
"full","10yr","female","chd","egfr_lt_60",0.4173237
"full","10yr","male","chd","egfr_lt_60",0.2586836
"full","10yr","female","stroke","egfr_lt_60",0.3629529
"full","10yr","male","stroke","egfr_lt_60",0.2907134
"full","10yr","female","total_cvd","egfr_gte_60",0.0529077
"full","10yr","male","total_cvd","egfr_gte_60",0.0081661
"full","10yr","female","ascvd","egfr_gte_60",0.0495174
"full","10yr","male","ascvd","egfr_gte_60",0.0147769
"full","10yr","female","heart_failure","egfr_gte_60",0.0654197
"full","10yr","male","heart_failure","egfr_gte_60",0.015472
"full","10yr","female","chd","egfr_gte_60",0.0385169
"full","10yr","male","chd","egfr_gte_60",0.0124978
"full","10yr","female","stroke","egfr_gte_60",0.0603154
"full","10yr","male","stroke","egfr_gte_60",0.0186548
"full","10yr","female","total_cvd","bp_tx",0.3034892
"full","10yr","male","total_cvd","bp_tx",0.2508052
"full","10yr","female","ascvd","bp_tx",0.2133861
"full","10yr","male","ascvd","bp_tx",0.1686621
"full","10yr","female","heart_failure","bp_tx",0.3313614
"full","10yr","male","heart_failure","bp_tx",0.2570964
"full","10yr","female","chd","bp_tx",0.198164
"full","10yr","male","chd","bp_tx",0.1132755
"full","10yr","female","stroke","bp_tx",0.225342
"full","10yr","male","stroke","bp_tx",0.240036
"full","10yr","female","total_cvd","statin",-0.1556524
"full","10yr","male","total_cvd","statin",-0.1538484
"full","10yr","female","ascvd","statin",-0.0678552
"full","10yr","male","ascvd","statin",-0.1073619
"full","10yr","female","heart_failure","statin",0
"full","10yr","male","heart_failure","statin",0
"full","10yr","female","chd","statin",-0.0557405
"full","10yr","male","chd","statin",-0.0823542
"full","10yr","female","stroke","statin",-0.0885632
"full","10yr","male","stroke","statin",-0.1218938
"full","10yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0667026
"full","10yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0474695
"full","10yr","female","ascvd","bp_tx_sbp_gte_110",-0.0451416
"full","10yr","male","ascvd","bp_tx_sbp_gte_110",-0.0381038
"full","10yr","female","heart_failure","bp_tx_sbp_gte_110",-0.1002304
"full","10yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0591177
"full","10yr","female","chd","bp_tx_sbp_gte_110",-0.0940465
"full","10yr","male","chd","bp_tx_sbp_gte_110",-0.0718794
"full","10yr","female","stroke","bp_tx_sbp_gte_110",-0.0161592
"full","10yr","male","stroke","bp_tx_sbp_gte_110",0.0042588
"full","10yr","female","total_cvd","statin_non_hdl_c",0.1061825
"full","10yr","male","total_cvd","statin_non_hdl_c",0.1415382
"full","10yr","female","ascvd","statin_non_hdl_c",0.0788187
"full","10yr","male","ascvd","statin_non_hdl_c",0.1034169
"full","10yr","female","heart_failure","statin_non_hdl_c",0
"full","10yr","male","heart_failure","statin_non_hdl_c",0
"full","10yr","female","chd","statin_non_hdl_c",0.0844888
"full","10yr","male","chd","statin_non_hdl_c",0.0765924
"full","10yr","female","stroke","statin_non_hdl_c",0.0727068
"full","10yr","male","stroke","statin_non_hdl_c",0.1412729
"full","10yr","female","total_cvd","age_non_hdl_c",-0.0742271
"full","10yr","male","total_cvd","age_non_hdl_c",-0.0436455
"full","10yr","female","ascvd","age_non_hdl_c",-0.0535985
"full","10yr","male","ascvd","age_non_hdl_c",-0.0228755
"full","10yr","female","heart_failure","age_non_hdl_c",0
"full","10yr","male","heart_failure","age_non_hdl_c",0
"full","10yr","female","chd","age_non_hdl_c",-0.0630114
"full","10yr","male","chd","age_non_hdl_c",-0.0489011
"full","10yr","female","stroke","age_non_hdl_c",-0.0389022
"full","10yr","male","stroke","age_non_hdl_c",0.0275883
"full","10yr","female","total_cvd","age_hdl_c",0.0288245
"full","10yr","male","total_cvd","age_hdl_c",0.0199549
"full","10yr","female","ascvd","age_hdl_c",0.0291762
"full","10yr","male","ascvd","age_hdl_c",0.0267453
"full","10yr","female","heart_failure","age_hdl_c",0
"full","10yr","male","heart_failure","age_hdl_c",0
"full","10yr","female","chd","age_hdl_c",0.0473455
"full","10yr","male","chd","age_hdl_c",0.0531464
"full","10yr","female","stroke","age_hdl_c",0.0141743
"full","10yr","male","stroke","age_hdl_c",-0.0079987
"full","10yr","female","total_cvd","age_sbp_gte_110",-0.0875188
"full","10yr","male","total_cvd","age_sbp_gte_110",-0.1022686
"full","10yr","female","ascvd","age_sbp_gte_110",-0.0961839
"full","10yr","male","ascvd","age_sbp_gte_110",-0.0897449
"full","10yr","female","heart_failure","age_sbp_gte_110",-0.0845363
"full","10yr","male","heart_failure","age_sbp_gte_110",-0.1219056
"full","10yr","female","chd","age_sbp_gte_110",-0.0801956
"full","10yr","male","chd","age_sbp_gte_110",-0.0813293
"full","10yr","female","stroke","age_sbp_gte_110",-0.1121459
"full","10yr","male","stroke","age_sbp_gte_110",-0.1121897
"full","10yr","female","total_cvd","age_dm",-0.2267102
"full","10yr","male","total_cvd","age_dm",-0.1762507
"full","10yr","female","ascvd","age_dm",-0.2001466
"full","10yr","male","ascvd","age_dm",-0.1497464
"full","10yr","female","heart_failure","age_dm",-0.2989062
"full","10yr","male","heart_failure","age_dm",-0.2437577
"full","10yr","female","chd","age_dm",-0.2002523
"full","10yr","male","chd","age_dm",-0.1679294
"full","10yr","female","stroke","age_dm",-0.2089706
"full","10yr","male","stroke","age_dm",-0.1446989
"full","10yr","female","total_cvd","age_smoking",-0.0676125
"full","10yr","male","total_cvd","age_smoking",-0.0715873
"full","10yr","female","ascvd","age_smoking",-0.0586472
"full","10yr","male","ascvd","age_smoking",-0.077206
"full","10yr","female","heart_failure","age_smoking",-0.1111354
"full","10yr","male","heart_failure","age_smoking",-0.105363
"full","10yr","female","chd","age_smoking",-0.0484742
"full","10yr","male","chd","age_smoking",-0.0927969
"full","10yr","female","stroke","age_smoking",-0.0703397
"full","10yr","male","stroke","age_smoking",-0.0580327
"full","10yr","female","total_cvd","age_bmi_gte_30",0
"full","10yr","male","total_cvd","age_bmi_gte_30",0
"full","10yr","female","ascvd","age_bmi_gte_30",0
"full","10yr","male","ascvd","age_bmi_gte_30",0
"full","10yr","female","heart_failure","age_bmi_gte_30",0.0008104
"full","10yr","male","heart_failure","age_bmi_gte_30",0.0037907
"full","10yr","female","chd","age_bmi_gte_30",0
"full","10yr","male","chd","age_bmi_gte_30",0
"full","10yr","female","stroke","age_bmi_gte_30",0
"full","10yr","male","stroke","age_bmi_gte_30",0
"full","10yr","female","total_cvd","age_egfr_lt_60",-0.1493231
"full","10yr","male","total_cvd","age_egfr_lt_60",-0.1428668
"full","10yr","female","ascvd","age_egfr_lt_60",-0.1537791
"full","10yr","male","ascvd","age_egfr_lt_60",-0.1198368
"full","10yr","female","heart_failure","age_egfr_lt_60",-0.1666635
"full","10yr","male","heart_failure","age_egfr_lt_60",-0.1660207
"full","10yr","female","chd","age_egfr_lt_60",-0.1455343
"full","10yr","male","chd","age_egfr_lt_60",-0.0677064
"full","10yr","female","stroke","age_egfr_lt_60",-0.1605001
"full","10yr","male","stroke","age_egfr_lt_60",-0.1820914
"full","10yr","female","total_cvd","sdi_4_to_6",0.1361989
"full","10yr","male","total_cvd","sdi_4_to_6",0.0802431
"full","10yr","female","ascvd","sdi_4_to_6",0.1413965
"full","10yr","male","ascvd","sdi_4_to_6",0.0651121
"full","10yr","female","heart_failure","sdi_4_to_6",0.1213034
"full","10yr","male","heart_failure","sdi_4_to_6",0.1106372
"full","10yr","female","chd","sdi_4_to_6",0.1651771
"full","10yr","male","chd","sdi_4_to_6",0.0705264
"full","10yr","female","stroke","sdi_4_to_6",0.1064527
"full","10yr","male","stroke","sdi_4_to_6",0.0797728
"full","10yr","female","total_cvd","sdi_7_to_10",0.2261596
"full","10yr","male","total_cvd","sdi_7_to_10",0.275073
"full","10yr","female","ascvd","sdi_7_to_10",0.228136
"full","10yr","male","ascvd","sdi_7_to_10",0.2676683
"full","10yr","female","heart_failure","sdi_7_to_10",0.2314147
"full","10yr","male","heart_failure","sdi_7_to_10",0.3371204
"full","10yr","female","chd","sdi_7_to_10",0.2276
"full","10yr","male","chd","sdi_7_to_10",0.2306082
"full","10yr","female","stroke","sdi_7_to_10",0.2095741
"full","10yr","male","stroke","sdi_7_to_10",0.3204988
"full","10yr","female","total_cvd","missing_sdi",0.1804508
"full","10yr","male","total_cvd","missing_sdi",0.144759
"full","10yr","female","ascvd","missing_sdi",0.1588908
"full","10yr","male","ascvd","missing_sdi",0.1388492
"full","10yr","female","heart_failure","missing_sdi",0.1819138
"full","10yr","male","heart_failure","missing_sdi",0.1694628
"full","10yr","female","chd","missing_sdi",0.1602508
"full","10yr","male","chd","missing_sdi",0.094206
"full","10yr","female","stroke","missing_sdi",0.140274
"full","10yr","male","stroke","missing_sdi",0.1892707
"full","10yr","female","total_cvd","ln_uacr",0.1645922
"full","10yr","male","total_cvd","ln_uacr",0.1772853
"full","10yr","female","ascvd","ln_uacr",0.1371824
"full","10yr","male","ascvd","ln_uacr",0.1375837
"full","10yr","female","heart_failure","ln_uacr",0.1948135
"full","10yr","male","heart_failure","ln_uacr",0.2164607
"full","10yr","female","chd","ln_uacr",0.1406282
"full","10yr","male","chd","ln_uacr",0.1354182
"full","10yr","female","stroke","ln_uacr",0.1285363
"full","10yr","male","stroke","ln_uacr",0.1404936
"full","10yr","female","total_cvd","missing_uacr",0.0198413
"full","10yr","male","total_cvd","missing_uacr",0.1095674
"full","10yr","female","ascvd","missing_uacr",0.0061613
"full","10yr","male","ascvd","missing_uacr",0.0652944
"full","10yr","female","heart_failure","missing_uacr",0.0395368
"full","10yr","male","heart_failure","missing_uacr",0.1702805
"full","10yr","female","chd","missing_uacr",0.032372
"full","10yr","male","chd","missing_uacr",0.0759494
"full","10yr","female","stroke","missing_uacr",-0.0243528
"full","10yr","male","stroke","missing_uacr",0.0536898
"full","10yr","female","total_cvd","hba1c_dm",0.1298513
"full","10yr","male","total_cvd","hba1c_dm",0.1165698
"full","10yr","female","ascvd","hba1c_dm",0.123192
"full","10yr","male","ascvd","hba1c_dm",0.101282
"full","10yr","female","heart_failure","hba1c_dm",0.176668
"full","10yr","male","heart_failure","hba1c_dm",0.148297
"full","10yr","female","chd","hba1c_dm",0.1656628
"full","10yr","male","chd","hba1c_dm",0.116195
"full","10yr","female","stroke","hba1c_dm",0.089734
"full","10yr","male","stroke","hba1c_dm",0.0868309
"full","10yr","female","total_cvd","hba1c_no_dm",0.1412555
"full","10yr","male","total_cvd","hba1c_no_dm",0.1048297
"full","10yr","female","ascvd","hba1c_no_dm",0.1410572
"full","10yr","male","ascvd","hba1c_no_dm",0.1092726
"full","10yr","female","heart_failure","hba1c_no_dm",0.1614911
"full","10yr","male","heart_failure","hba1c_no_dm",0.1234088
"full","10yr","female","chd","hba1c_no_dm",0.1586376
"full","10yr","male","chd","hba1c_no_dm",0.0991112
"full","10yr","female","stroke","hba1c_no_dm",0.135479
"full","10yr","male","stroke","hba1c_no_dm",0.1187536
"full","10yr","female","total_cvd","missing_hba1c",-0.0031658
"full","10yr","male","total_cvd","missing_hba1c",-0.0230072
"full","10yr","female","ascvd","missing_hba1c",0.005866
"full","10yr","male","ascvd","missing_hba1c",-0.0112852
"full","10yr","female","heart_failure","missing_hba1c",-0.0010583
"full","10yr","male","heart_failure","missing_hba1c",-0.0234637
"full","10yr","female","chd","missing_hba1c",0.0266703
"full","10yr","male","chd","missing_hba1c",0.0213677
"full","10yr","female","stroke","missing_hba1c",-0.0158448
"full","10yr","male","stroke","missing_hba1c",-0.060318
"full","10yr","female","total_cvd","constant",-3.860385
"full","10yr","male","total_cvd","constant",-3.631387
"full","10yr","female","ascvd","constant",-4.291503
"full","10yr","male","ascvd","constant",-3.969788
"full","10yr","female","heart_failure","constant",-4.896524
"full","10yr","male","heart_failure","constant",-4.663513
"full","10yr","female","chd","constant",-5.131505
"full","10yr","male","chd","constant",-4.629874
"full","10yr","female","stroke","constant",-4.800802
"full","10yr","male","stroke","constant",-4.683048
"full","30yr","female","total_cvd","age",0.5073749
"full","30yr","male","total_cvd","age",0.4427595
"full","30yr","female","ascvd","age",0.4386739
"full","30yr","male","ascvd","age",0.3743566
"full","30yr","female","heart_failure","age",0.5927507
"full","30yr","male","heart_failure","age",0.5478829
"full","30yr","female","chd","age",0.47488
"full","30yr","male","chd","age",0.3858298
"full","30yr","female","stroke","age",0.4203891
"full","30yr","male","stroke","age",0.3762751
"full","30yr","female","total_cvd","age_squared",-0.0981751
"full","30yr","male","total_cvd","age_squared",-0.1064108
"full","30yr","female","ascvd","age_squared",-0.0921956
"full","30yr","male","ascvd","age_squared",-0.0995499
"full","30yr","female","heart_failure","age_squared",-0.1028754
"full","30yr","male","heart_failure","age_squared",-0.1111928
"full","30yr","female","chd","age_squared",-0.0950733
"full","30yr","male","chd","age_squared",-0.0994131
"full","30yr","female","stroke","age_squared",-0.0903905
"full","30yr","male","stroke","age_squared",-0.0974722
"full","30yr","female","total_cvd","non_hdl_c",0.0162303
"full","30yr","male","total_cvd","non_hdl_c",0.0629381
"full","30yr","female","ascvd","non_hdl_c",0.0977728
"full","30yr","male","ascvd","non_hdl_c",0.1544808
"full","30yr","female","heart_failure","non_hdl_c",0
"full","30yr","male","heart_failure","non_hdl_c",0
"full","30yr","female","chd","non_hdl_c",0.1472475
"full","30yr","male","chd","non_hdl_c",0.2479637
"full","30yr","female","stroke","non_hdl_c",0.0383085
"full","30yr","male","stroke","non_hdl_c",0.005415
"full","30yr","female","total_cvd","hdl_c",-0.1617147
"full","30yr","male","total_cvd","hdl_c",-0.1015427
"full","30yr","female","ascvd","hdl_c",-0.1453525
"full","30yr","male","ascvd","hdl_c",-0.1215297
"full","30yr","female","heart_failure","hdl_c",0
"full","30yr","male","heart_failure","hdl_c",0
"full","30yr","female","chd","hdl_c",-0.1993519
"full","30yr","male","chd","hdl_c",-0.1913328
"full","30yr","female","stroke","hdl_c",-0.0989622
"full","30yr","male","stroke","hdl_c",-0.0287694
"full","30yr","female","total_cvd","sbp_lt_110",-0.1111241
"full","30yr","male","total_cvd","sbp_lt_110",-0.2542326
"full","30yr","female","ascvd","sbp_lt_110",0.0590925
"full","30yr","male","ascvd","sbp_lt_110",-0.1083968
"full","30yr","female","heart_failure","sbp_lt_110",-0.3593781
"full","30yr","male","heart_failure","sbp_lt_110",-0.4547346
"full","30yr","female","chd","sbp_lt_110",0.085684
"full","30yr","male","chd","sbp_lt_110",-0.1837089
"full","30yr","female","stroke","sbp_lt_110",0.0088016
"full","30yr","male","stroke","sbp_lt_110",-0.036424
"full","30yr","female","total_cvd","sbp_gte_110",0.282946
"full","30yr","male","total_cvd","sbp_gte_110",0.2549679
"full","30yr","female","ascvd","sbp_gte_110",0.2862862
"full","30yr","male","ascvd","sbp_gte_110",0.2555179
"full","30yr","female","heart_failure","sbp_gte_110",0.2628556
"full","30yr","male","heart_failure","sbp_gte_110",0.2527602
"full","30yr","female","chd","sbp_gte_110",0.2781393
"full","30yr","male","chd","sbp_gte_110",0.2417551
"full","30yr","female","stroke","sbp_gte_110",0.2940083
"full","30yr","male","stroke","sbp_gte_110",0.2733756
"full","30yr","female","total_cvd","dm",0.4004069
"full","30yr","male","total_cvd","dm",0.333835
"full","30yr","female","ascvd","dm",0.3669136
"full","30yr","male","ascvd","dm",0.2696998
"full","30yr","female","heart_failure","dm",0.5113472
"full","30yr","male","heart_failure","dm",0.4385384
"full","30yr","female","chd","dm",0.3939798
"full","30yr","male","chd","dm",0.3599971
"full","30yr","female","stroke","dm",0.323036
"full","30yr","male","stroke","dm",0.1287781
"full","30yr","female","total_cvd","smoking",0.2918701
"full","30yr","male","total_cvd","smoking",0.1873833
"full","30yr","female","ascvd","smoking",0.2354695
"full","30yr","male","ascvd","smoking",0.1628432
"full","30yr","female","heart_failure","smoking",0.347344
"full","30yr","male","heart_failure","smoking",0.2397952
"full","30yr","female","chd","smoking",0.2832155
"full","30yr","male","chd","smoking",0.1581048
"full","30yr","female","stroke","smoking",0.1925302
"full","30yr","male","stroke","smoking",0.1683627
"full","30yr","female","total_cvd","bmi_lt_30",0
