"model","time","sex","outcome","term","coefficient"
"hba1c","30yr","female","stroke","hba1c_dm",0.0457624
"hba1c","30yr","male","stroke","hba1c_dm",0.0500544
"hba1c","30yr","female","total_cvd","hba1c_no_dm",0.1116486
"hba1c","30yr","male","total_cvd","hba1c_no_dm",0.0777295
"hba1c","30yr","female","ascvd","hba1c_no_dm",0.1126417
"hba1c","30yr","male","ascvd","hba1c_no_dm",0.0821158
"hba1c","30yr","female","heart_failure","hba1c_no_dm",0.1277838
"hba1c","30yr","male","heart_failure","hba1c_no_dm",0.0949198
"hba1c","30yr","female","chd","hba1c_no_dm",0.1270458
"hba1c","30yr","male","chd","hba1c_no_dm",0.0707541
"hba1c","30yr","female","stroke","hba1c_no_dm",0.1056467
"hba1c","30yr","male","stroke","hba1c_no_dm",0.0917727
"hba1c","30yr","female","total_cvd","missing_hba1c",-0.0024798
"hba1c","30yr","male","total_cvd","missing_hba1c",0.0092204
"hba1c","30yr","female","ascvd","missing_hba1c",0.0124356
"hba1c","30yr","male","ascvd","missing_hba1c",0.0179755
"hba1c","30yr","female","heart_failure","missing_hba1c",-0.0022589
"hba1c","30yr","male","heart_failure","missing_hba1c",0.0084192
"hba1c","30yr","female","chd","missing_hba1c",0.0374905
"hba1c","30yr","male","chd","missing_hba1c",0.0491596
"hba1c","30yr","female","stroke","missing_hba1c",-0.017081
"hba1c","30yr","male","stroke","missing_hba1c",-0.0311993
"hba1c","30yr","female","total_cvd","constant",-1.341059
"hba1c","30yr","male","total_cvd","constant",-1.180767
"hba1c","30yr","female","ascvd","constant",-2.011533
"hba1c","30yr","male","ascvd","constant",-1.777708
"hba1c","30yr","female","heart_failure","constant",-2.193553
"hba1c","30yr","male","heart_failure","constant",-1.974999
"hba1c","30yr","female","chd","constant",-2.802642
"hba1c","30yr","male","chd","constant",-2.48433
"hba1c","30yr","female","stroke","constant",-2.618396
"hba1c","30yr","male","stroke","constant",-2.438154
"uacr","10yr","female","total_cvd","age",0.7969249
"uacr","10yr","male","total_cvd","age",0.7768655
"uacr","10yr","female","ascvd","age",0.7201999
"uacr","10yr","male","ascvd","age",0.7141718
"uacr","10yr","female","heart_failure","age",0.9145975
"uacr","10yr","male","heart_failure","age",0.9111795
"uacr","10yr","female","chd","age",0.7614931
"uacr","10yr","male","chd","age",0.7502946
"uacr","10yr","female","stroke","age",0.6930839
"uacr","10yr","male","stroke","age",0.7318016
"uacr","10yr","female","total_cvd","non_hdl_c",0.0256635
"uacr","10yr","male","total_cvd","non_hdl_c",0.0659949
"uacr","10yr","female","ascvd","non_hdl_c",0.1135771
"uacr","10yr","male","ascvd","non_hdl_c",0.1602194
"uacr","10yr","female","heart_failure","non_hdl_c",0
"uacr","10yr","male","heart_failure","non_hdl_c",0
"uacr","10yr","female","chd","non_hdl_c",0.1765755
"uacr","10yr","male","chd","non_hdl_c",0.2509378
"uacr","10yr","female","stroke","non_hdl_c",0.0497817
"uacr","10yr","male","stroke","non_hdl_c",0.0213625
"uacr","10yr","female","total_cvd","hdl_c",-0.1588107
"uacr","10yr","male","total_cvd","hdl_c",-0.0951111
"uacr","10yr","female","ascvd","hdl_c",-0.1493506
"uacr","10yr","male","ascvd","hdl_c",-0.1139086
"uacr","10yr","female","heart_failure","hdl_c",0
"uacr","10yr","male","heart_failure","hdl_c",0
"uacr","10yr","female","chd","hdl_c",-0.1996513
"uacr","10yr","male","chd","hdl_c",-0.1815561
"uacr","10yr","female","stroke","hdl_c",-0.1036238
"uacr","10yr","male","stroke","hdl_c",-0.025297
"uacr","10yr","female","total_cvd","sbp_lt_110",-0.2255701
"uacr","10yr","male","total_cvd","sbp_lt_110",-0.420667
"uacr","10yr","female","ascvd","sbp_lt_110",-0.0726677
"uacr","10yr","male","ascvd","sbp_lt_110",-0.2719456
"uacr","10yr","female","heart_failure","sbp_lt_110",-0.4441346
"uacr","10yr","male","heart_failure","sbp_lt_110",-0.6693649
"uacr","10yr","female","chd","sbp_lt_110",-0.0760767
"uacr","10yr","male","chd","sbp_lt_110",-0.3062719
"uacr","10yr","female","stroke","sbp_lt_110",-0.1018981
"uacr","10yr","male","stroke","sbp_lt_110",-0.2574602
"uacr","10yr","female","total_cvd","sbp_gte_110",0.3396649
"uacr","10yr","male","total_cvd","sbp_gte_110",0.3120151
"uacr","10yr","female","ascvd","sbp_gte_110",0.3436259
"uacr","10yr","male","ascvd","sbp_gte_110",0.3058719
"uacr","10yr","female","heart_failure","sbp_gte_110",0.3260323
"uacr","10yr","male","heart_failure","sbp_gte_110",0.3290082
"uacr","10yr","female","chd","sbp_gte_110",0.3374299
"uacr","10yr","male","chd","sbp_gte_110",0.2951241
"uacr","10yr","female","stroke","sbp_gte_110",0.3513877
"uacr","10yr","male","stroke","sbp_gte_110",0.3284184
"uacr","10yr","female","total_cvd","dm",0.8047515
"uacr","10yr","male","total_cvd","dm",0.698521
"uacr","10yr","female","ascvd","dm",0.7773094
"uacr","10yr","male","ascvd","dm",0.6600631
"uacr","10yr","female","heart_failure","dm",0.9611365
"uacr","10yr","male","heart_failure","dm",0.8377655
"uacr","10yr","female","chd","dm",0.8515443
"uacr","10yr","male","chd","dm",0.6940439
"uacr","10yr","female","stroke","dm",0.7371897
"uacr","10yr","male","stroke","dm",0.6166399
"uacr","10yr","female","total_cvd","smoking",0.5285338
"uacr","10yr","male","total_cvd","smoking",0.4314669
"uacr","10yr","female","ascvd","smoking",0.4746662
"uacr","10yr","male","ascvd","smoking",0.3884022
"uacr","10yr","female","heart_failure","smoking",0.5755787
"uacr","10yr","male","heart_failure","smoking",0.4978917
"uacr","10yr","female","chd","smoking",0.5327847
"uacr","10yr","male","chd","smoking",0.3853768
"uacr","10yr","female","stroke","smoking",0.4124697
"uacr","10yr","male","stroke","smoking",0.3835512
"uacr","10yr","female","total_cvd","bmi_lt_30",0
"uacr","10yr","male","total_cvd","bmi_lt_30",0
"uacr","10yr","female","ascvd","bmi_lt_30",0
"uacr","10yr","male","ascvd","bmi_lt_30",0
"uacr","10yr","female","heart_failure","bmi_lt_30",0.0008831
"uacr","10yr","male","heart_failure","bmi_lt_30",-0.042749
"uacr","10yr","female","chd","bmi_lt_30",0
"uacr","10yr","male","chd","bmi_lt_30",0
"uacr","10yr","female","stroke","bmi_lt_30",0
"uacr","10yr","male","stroke","bmi_lt_30",0
"uacr","10yr","female","total_cvd","bmi_gte_30",0
"uacr","10yr","male","total_cvd","bmi_gte_30",0
"uacr","10yr","female","ascvd","bmi_gte_30",0
"uacr","10yr","male","ascvd","bmi_gte_30",0
"uacr","10yr","female","heart_failure","bmi_gte_30",0.2988964
"uacr","10yr","male","heart_failure","bmi_gte_30",0.3624165
"uacr","10yr","female","chd","bmi_gte_30",0
"uacr","10yr","male","chd","bmi_gte_30",0
"uacr","10yr","female","stroke","bmi_gte_30",0
"uacr","10yr","male","stroke","bmi_gte_30",0
"uacr","10yr","female","total_cvd","egfr_lt_60",0.4803511
"uacr","10yr","male","total_cvd","egfr_lt_60",0.3841364
"uacr","10yr","female","ascvd","egfr_lt_60",0.3824646
"uacr","10yr","male","ascvd","egfr_lt_60",0.2466316
"uacr","10yr","female","heart_failure","egfr_lt_60",0.5915291
"uacr","10yr","male","heart_failure","egfr_lt_60",0.5075796
"uacr","10yr","female","chd","egfr_lt_60",0.4067587
"uacr","10yr","male","chd","egfr_lt_60",0.2541989
"uacr","10yr","female","stroke","egfr_lt_60",0.3574419
"uacr","10yr","male","stroke","egfr_lt_60",0.2677033
"uacr","10yr","female","total_cvd","egfr_gte_60",0.0434472
"uacr","10yr","male","total_cvd","egfr_gte_60",0.009384
"uacr","10yr","female","ascvd","egfr_gte_60",0.0394178
"uacr","10yr","male","ascvd","egfr_gte_60",0.0151852
"uacr","10yr","female","heart_failure","egfr_gte_60",0.0556823
"uacr","10yr","male","heart_failure","egfr_gte_60",0.0137716
"uacr","10yr","female","chd","egfr_gte_60",0.0325967
"uacr","10yr","male","chd","egfr_gte_60",0.0141383
"uacr","10yr","female","stroke","egfr_gte_60",0.0505453
"uacr","10yr","male","stroke","egfr_gte_60",0.0139698
"uacr","10yr","female","total_cvd","bp_tx",0.2985207
"uacr","10yr","male","total_cvd","bp_tx",0.2676494
"uacr","10yr","female","ascvd","bp_tx",0.2125182
"uacr","10yr","male","ascvd","bp_tx",0.186167
"uacr","10yr","female","heart_failure","bp_tx",0.3314097
"uacr","10yr","male","heart_failure","bp_tx",0.2739963
"uacr","10yr","female","chd","bp_tx",0.1879265
"uacr","10yr","male","chd","bp_tx",0.1436559
"uacr","10yr","female","stroke","bp_tx",0.2339584
"uacr","10yr","male","stroke","bp_tx",0.213571
"uacr","10yr","female","total_cvd","statin",-0.1497787
"uacr","10yr","male","total_cvd","statin",-0.1390966
"uacr","10yr","female","ascvd","statin",-0.0603046
"uacr","10yr","male","ascvd","statin",-0.0894395
"uacr","10yr","female","heart_failure","statin",0
"uacr","10yr","male","heart_failure","statin",0
"uacr","10yr","female","chd","statin",-0.036242
"uacr","10yr","male","chd","statin",-0.051752
"uacr","10yr","female","stroke","statin",-0.0828306
"uacr","10yr","male","stroke","statin",-0.1219907
"uacr","10yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0742889
"uacr","10yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0579315
"uacr","10yr","female","ascvd","bp_tx_sbp_gte_110",-0.0466053
"uacr","10yr","male","ascvd","bp_tx_sbp_gte_110",-0.0411884
"uacr","10yr","female","heart_failure","bp_tx_sbp_gte_110",-0.1078596
"uacr","10yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0645712
"uacr","10yr","female","chd","bp_tx_sbp_gte_110",-0.0976864
"uacr","10yr","male","chd","bp_tx_sbp_gte_110",-0.0668907
"uacr","10yr","female","stroke","bp_tx_sbp_gte_110",-0.0134372
"uacr","10yr","male","stroke","bp_tx_sbp_gte_110",0.0038137
"uacr","10yr","female","total_cvd","statin_non_hdl_c",0.106756
"uacr","10yr","male","total_cvd","statin_non_hdl_c",0.1383719
"uacr","10yr","female","ascvd","statin_non_hdl_c",0.0733118
"uacr","10yr","male","ascvd","statin_non_hdl_c",0.1058212
"uacr","10yr","female","heart_failure","statin_non_hdl_c",0
"uacr","10yr","male","heart_failure","statin_non_hdl_c",0
"uacr","10yr","female","chd","statin_non_hdl_c",0.0631608
"uacr","10yr","male","chd","statin_non_hdl_c",0.072524
"uacr","10yr","female","stroke","statin_non_hdl_c",0.073392
"uacr","10yr","male","stroke","statin_non_hdl_c",0.1454254
"uacr","10yr","female","total_cvd","age_non_hdl_c",-0.0778126
"uacr","10yr","male","total_cvd","age_non_hdl_c",-0.0488332
"uacr","10yr","female","ascvd","age_non_hdl_c",-0.0534262
"uacr","10yr","male","ascvd","age_non_hdl_c",-0.028089
"uacr","10yr","female","heart_failure","age_non_hdl_c",0
"uacr","10yr","male","heart_failure","age_non_hdl_c",0
"uacr","10yr","female","chd","age_non_hdl_c",-0.0644549
"uacr","10yr","male","chd","age_non_hdl_c",-0.0501194
"uacr","10yr","female","stroke","age_non_hdl_c",-0.0378598
"uacr","10yr","male","stroke","age_non_hdl_c",0.0165197
"uacr","10yr","female","total_cvd","age_hdl_c",0.0306768
"uacr","10yr","male","total_cvd","age_hdl_c",0.0200406
"uacr","10yr","female","ascvd","age_hdl_c",0.0325689
"uacr","10yr","male","ascvd","age_hdl_c",0.0240427
"uacr","10yr","female","heart_failure","age_hdl_c",0
"uacr","10yr","male","heart_failure","age_hdl_c",0
"uacr","10yr","female","chd","age_hdl_c",0.0488099
"uacr","10yr","male","chd","age_hdl_c",0.0496393
"uacr","10yr","female","stroke","age_hdl_c",0.0169872
"uacr","10yr","male","stroke","age_hdl_c",-0.010184
"uacr","10yr","female","total_cvd","age_sbp_gte_110",-0.0907168
"uacr","10yr","male","total_cvd","age_sbp_gte_110",-0.102454
"uacr","10yr","female","ascvd","age_sbp_gte_110",-0.0999887
"uacr","10yr","male","ascvd","age_sbp_gte_110",-0.0912325
"uacr","10yr","female","heart_failure","age_sbp_gte_110",-0.0875231
"uacr","10yr","male","heart_failure","age_sbp_gte_110",-0.1230039
"uacr","10yr","female","chd","age_sbp_gte_110",-0.0856819
"uacr","10yr","male","chd","age_sbp_gte_110",-0.0834809
"uacr","10yr","female","stroke","age_sbp_gte_110",-0.1157191
"uacr","10yr","male","stroke","age_sbp_gte_110",-0.1131545
"uacr","10yr","female","total_cvd","age_dm",-0.2705122
"uacr","10yr","male","total_cvd","age_dm",-0.2236355
"uacr","10yr","female","ascvd","age_dm",-0.2411762
"uacr","10yr","male","ascvd","age_dm",-0.2004894
"uacr","10yr","female","heart_failure","age_dm",-0.356859
"uacr","10yr","male","heart_failure","age_dm",-0.3013297
"uacr","10yr","female","chd","age_dm",-0.2559883
"uacr","10yr","male","chd","age_dm",-0.2093613
"uacr","10yr","female","stroke","age_dm",-0.2469561
"uacr","10yr","male","stroke","age_dm",-0.2081075
"uacr","10yr","female","total_cvd","age_smoking",-0.0830564
"uacr","10yr","male","total_cvd","age_smoking",-0.089485
"uacr","10yr","female","ascvd","age_smoking",-0.0826941
"uacr","10yr","male","ascvd","age_smoking",-0.096936
"uacr","10yr","female","heart_failure","age_smoking",-0.1220248
"uacr","10yr","male","heart_failure","age_smoking",-0.1410318
"uacr","10yr","female","chd","age_smoking",-0.0825615
"uacr","10yr","male","chd","age_smoking",-0.1194638
"uacr","10yr","female","stroke","age_smoking",-0.1014342
"uacr","10yr","male","stroke","age_smoking",-0.0804025
"uacr","10yr","female","total_cvd","age_bmi_gte_30",0
"uacr","10yr","male","total_cvd","age_bmi_gte_30",0
"uacr","10yr","female","ascvd","age_bmi_gte_30",0
"uacr","10yr","male","ascvd","age_bmi_gte_30",0
"uacr","10yr","female","heart_failure","age_bmi_gte_30",-0.0053637
"uacr","10yr","male","heart_failure","age_bmi_gte_30",0.0021531
"uacr","10yr","female","chd","age_bmi_gte_30",0
"uacr","10yr","male","chd","age_bmi_gte_30",0
"uacr","10yr","female","stroke","age_bmi_gte_30",0
"uacr","10yr","male","stroke","age_bmi_gte_30",0
"uacr","10yr","female","total_cvd","age_egfr_lt_60",-0.1389249
"uacr","10yr","male","total_cvd","age_egfr_lt_60",-0.1321848
"uacr","10yr","female","ascvd","age_egfr_lt_60",-0.1444737
"uacr","10yr","male","ascvd","age_egfr_lt_60",-0.1022867
"uacr","10yr","female","heart_failure","age_egfr_lt_60",-0.1610389
"uacr","10yr","male","heart_failure","age_egfr_lt_60",-0.1548018
"uacr","10yr","female","chd","age_egfr_lt_60",-0.1357371
"uacr","10yr","male","chd","age_egfr_lt_60",-0.0585638
"uacr","10yr","female","stroke","age_egfr_lt_60",-0.155055
"uacr","10yr","male","stroke","age_egfr_lt_60",-0.1617206
"uacr","10yr","female","total_cvd","ln_uacr",0.1793037
"uacr","10yr","male","total_cvd","ln_uacr",0.1887974
"uacr","10yr","female","ascvd","ln_uacr",0.1501217
"uacr","10yr","male","ascvd","ln_uacr",0.1510073
"uacr","10yr","female","heart_failure","ln_uacr",0.2197281
"uacr","10yr","male","heart_failure","ln_uacr",0.2306299
"uacr","10yr","female","chd","ln_uacr",0.1588333
"uacr","10yr","male","chd","ln_uacr",0.1440077
"uacr","10yr","female","stroke","ln_uacr",0.140267
"uacr","10yr","male","stroke","ln_uacr",0.1624239
"uacr","10yr","female","total_cvd","missing_uacr",0.0132073
"uacr","10yr","male","total_cvd","missing_uacr",0.0916979
"uacr","10yr","female","ascvd","missing_uacr",0.0050257
"uacr","10yr","male","ascvd","missing_uacr",0.0556
"uacr","10yr","female","heart_failure","missing_uacr",0.0326667
"uacr","10yr","male","heart_failure","missing_uacr",0.1472194
"uacr","10yr","female","chd","missing_uacr",0.03215
"uacr","10yr","male","chd","missing_uacr",0.0691246
"uacr","10yr","female","stroke","missing_uacr",-0.0282752
"uacr","10yr","male","stroke","missing_uacr",0.0412377
"uacr","10yr","female","total_cvd","constant",-3.738341
"uacr","10yr","male","total_cvd","constant",-3.510705
"uacr","10yr","female","ascvd","constant",-4.174614
"uacr","10yr","male","ascvd","constant",-3.85146
"uacr","10yr","female","heart_failure","constant",-4.841506
"uacr","10yr","male","heart_failure","constant",-4.556907
"uacr","10yr","female","chd","constant",-4.989932
"uacr","10yr","male","chd","constant",-4.50564
"uacr","10yr","female","stroke","constant",-4.722218
"uacr","10yr","male","stroke","constant",-4.594023
"uacr","30yr","female","total_cvd","age",0.5491768
"uacr","30yr","male","total_cvd","age",0.464491
"uacr","30yr","female","ascvd","age",0.4629669
"uacr","30yr","male","ascvd","age",0.3995607
"uacr","30yr","female","heart_failure","age",0.6319513
"uacr","30yr","male","heart_failure","age",0.5750236
"uacr","30yr","female","chd","age",0.4898341
"uacr","30yr","male","chd","age",0.420671
"uacr","30yr","female","stroke","age",0.4354844
"uacr","30yr","male","stroke","age",0.4058962
"uacr","30yr","female","total_cvd","age_squared",-0.0937311
"uacr","30yr","male","total_cvd","age_squared",-0.0998895
"uacr","30yr","female","ascvd","age_squared",-0.0902777
"uacr","30yr","male","ascvd","age_squared",-0.094557
"uacr","30yr","female","heart_failure","age_squared",-0.1009284
"uacr","30yr","male","heart_failure","age_squared",-0.1062268
"uacr","30yr","female","chd","age_squared",-0.0926865
"uacr","30yr","male","chd","age_squared",-0.0959158
"uacr","30yr","female","stroke","age_squared",-0.0881545
"uacr","30yr","male","stroke","age_squared",-0.0942566
"uacr","30yr","female","total_cvd","non_hdl_c",0.0359847
"uacr","30yr","male","total_cvd","non_hdl_c",0.0757606
"uacr","30yr","female","ascvd","non_hdl_c",0.1215214
"uacr","30yr","male","ascvd","non_hdl_c",0.1686692
"uacr","30yr","female","heart_failure","non_hdl_c",0
"uacr","30yr","male","heart_failure","non_hdl_c",0
"uacr","30yr","female","chd","non_hdl_c",0.1833508
"uacr","30yr","male","chd","non_hdl_c",0.2588159
"uacr","30yr","female","stroke","non_hdl_c",0.0550003
"uacr","30yr","male","stroke","non_hdl_c",0.0258703
"uacr","30yr","female","total_cvd","hdl_c",-0.1642965
"uacr","30yr","male","total_cvd","hdl_c",-0.1031778
"uacr","30yr","female","ascvd","hdl_c",-0.1522069
"uacr","30yr","male","ascvd","hdl_c",-0.1202145
"uacr","30yr","female","heart_failure","hdl_c",0
"uacr","30yr","male","heart_failure","hdl_c",0
"uacr","30yr","female","chd","hdl_c",-0.201611
"uacr","30yr","male","chd","hdl_c",-0.1879718
"uacr","30yr","female","stroke","hdl_c",-0.1048457
"uacr","30yr","male","stroke","hdl_c",-0.0290019
"uacr","30yr","female","total_cvd","sbp_lt_110",-0.1483404
"uacr","30yr","male","total_cvd","sbp_lt_110",-0.1990714
"uacr","30yr","female","ascvd","sbp_lt_110",0.0092679
"uacr","30yr","male","ascvd","sbp_lt_110",-0.0555561
"uacr","30yr","female","heart_failure","sbp_lt_110",-0.3787175
"uacr","30yr","male","heart_failure","sbp_lt_110",-0.4633994
"uacr","30yr","female","chd","sbp_lt_110",0.0091108
"uacr","30yr","male","chd","sbp_lt_110",-0.0865129
"uacr","30yr","female","stroke","sbp_lt_110",-0.0207028
"uacr","30yr","male","stroke","sbp_lt_110",-0.0374802
"uacr","30yr","female","total_cvd","sbp_gte_110",0.313353
"uacr","30yr","male","total_cvd","sbp_gte_110",0.2715816
"uacr","30yr","female","ascvd","sbp_gte_110",0.3113609
"uacr","30yr","male","ascvd","sbp_gte_110",0.2633566
"uacr","30yr","female","heart_failure","sbp_gte_110",0.2863393
"uacr","30yr","male","heart_failure","sbp_gte_110",0.2742874
"uacr","30yr","female","chd","sbp_gte_110",0.2981863
"uacr","30yr","male","chd","sbp_gte_110",0.2477111
"uacr","30yr","female","stroke","sbp_gte_110",0.3165286
"uacr","30yr","male","stroke","sbp_gte_110",0.2801207
"uacr","30yr","female","total_cvd","dm",0.6253766
"uacr","30yr","male","total_cvd","dm",0.4754637
"uacr","30yr","female","ascvd","dm",0.581256
"uacr","30yr","male","ascvd","dm",0.4362036
"uacr","30yr","female","heart_failure","dm",0.7631221
"uacr","30yr","male","heart_failure","dm",0.612208
"uacr","30yr","female","chd","dm",0.6378172
"uacr","30yr","male","chd","dm",0.4587997
"uacr","30yr","female","stroke","dm",0.530582
"uacr","30yr","male","stroke","dm",0.3729179
"uacr","30yr","female","total_cvd","smoking",0.3147172
"uacr","30yr","male","total_cvd","smoking",0.2069672
"uacr","30yr","female","ascvd","smoking",0.263167
"uacr","30yr","male","ascvd","smoking",0.1716233
"uacr","30yr","female","heart_failure","smoking",0.3355843
"uacr","30yr","male","heart_failure","smoking",0.2614987
"uacr","30yr","female","chd","smoking",0.3162011
"uacr","30yr","male","chd","smoking",0.1677282
"uacr","30yr","female","stroke","smoking",0.2019636
"uacr","30yr","male","stroke","smoking",0.1649756
"uacr","30yr","female","total_cvd","bmi_lt_30",0
"uacr","30yr","male","total_cvd","bmi_lt_30",0
"uacr","30yr","female","ascvd","bmi_lt_30",0
"uacr","30yr","male","ascvd","bmi_lt_30",0
"uacr","30yr","female","heart_failure","bmi_lt_30",0.0677084
"uacr","30yr","male","heart_failure","bmi_lt_30",0.0895459
"uacr","30yr","female","chd","bmi_lt_30",0
"uacr","30yr","male","chd","bmi_lt_30",0
"uacr","30yr","female","stroke","bmi_lt_30",0
"uacr","30yr","male","stroke","bmi_lt_30",0
"uacr","30yr","female","total_cvd","bmi_gte_30",0
"uacr","30yr","male","total_cvd","bmi_gte_30",0
"uacr","30yr","female","ascvd","bmi_gte_30",0
"uacr","30yr","male","ascvd","bmi_gte_30",0
"uacr","30yr","female","heart_failure","bmi_gte_30",0.2517238
"uacr","30yr","male","heart_failure","bmi_gte_30",0.2632424
"uacr","30yr","female","chd","bmi_gte_30",0
"uacr","30yr","male","chd","bmi_gte_30",0
"uacr","30yr","female","stroke","bmi_gte_30",0
"uacr","30yr","male","stroke","bmi_gte_30",0
"uacr","30yr","female","total_cvd","egfr_lt_60",0.1094663
"uacr","30yr","male","total_cvd","egfr_lt_60",0.0331103
"uacr","30yr","female","ascvd","egfr_lt_60",0.0391726
"uacr","30yr","male","ascvd","egfr_lt_60",-0.0775282
"uacr","30yr","female","heart_failure","egfr_lt_60",0.1940067
"uacr","30yr","male","heart_failure","egfr_lt_60",0.1430472
"uacr","30yr","female","chd","egfr_lt_60",0.0561023
"uacr","30yr","male","chd","egfr_lt_60",-0.0654866
"uacr","30yr","female","stroke","egfr_lt_60",0.0218821
"uacr","30yr","male","stroke","egfr_lt_60",-0.0538202
"uacr","30yr","female","total_cvd","egfr_gte_60",0.0550705
"uacr","30yr","male","total_cvd","egfr_gte_60",0.0540474
"uacr","30yr","female","ascvd","egfr_gte_60",0.0492959
"uacr","30yr","male","ascvd","egfr_gte_60",0.0561236
"uacr","30yr","female","heart_failure","egfr_gte_60",0.0664006
"uacr","30yr","male","heart_failure","egfr_gte_60",0.0535184
"uacr","30yr","female","chd","egfr_gte_60",0.0412012
"uacr","30yr","male","chd","egfr_gte_60",0.0537308
"uacr","30yr","female","stroke","egfr_gte_60",0.059055
"uacr","30yr","male","stroke","egfr_gte_60",0.0524689
"uacr","30yr","female","total_cvd","bp_tx",0.2782433
"uacr","30yr","male","total_cvd","bp_tx",0.2189911
"uacr","30yr","female","ascvd","bp_tx",0.1786178
"uacr","30yr","male","ascvd","bp_tx",0.1319331
"uacr","30yr","female","heart_failure","bp_tx",0.3171436
"uacr","30yr","male","heart_failure","bp_tx",0.2417468
"uacr","30yr","female","chd","bp_tx",0.1482267
"uacr","30yr","male","chd","bp_tx",0.0861796
"uacr","30yr","female","stroke","bp_tx",0.1982863
"uacr","30yr","male","stroke","bp_tx",0.15643
"uacr","30yr","female","total_cvd","statin",-0.0786239
"uacr","30yr","male","total_cvd","statin",-0.0331044
"uacr","30yr","female","ascvd","statin",0.0131058
"uacr","30yr","male","ascvd","statin",0.0102428
"uacr","30yr","female","heart_failure","statin",0
"uacr","30yr","male","heart_failure","statin",0
"uacr","30yr","female","chd","statin",0.0374798
"uacr","30yr","male","chd","statin",0.0482722
"uacr","30yr","female","stroke","statin",-0.0133205
"uacr","30yr","male","stroke","statin",-0.0248041
"uacr","30yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0628947
"uacr","30yr","male","total_cvd","bp_tx_sbp_gte_110",-0.04534
"uacr","30yr","female","ascvd","bp_tx_sbp_gte_110",-0.0325135
"uacr","30yr","male","ascvd","bp_tx_sbp_gte_110",-0.0269294
"uacr","30yr","female","heart_failure","bp_tx_sbp_gte_110",-0.0970661
"uacr","30yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0498574
"uacr","30yr","female","chd","bp_tx_sbp_gte_110",-0.0857793
"uacr","30yr","male","chd","bp_tx_sbp_gte_110",-0.0537927
"uacr","30yr","female","stroke","bp_tx_sbp_gte_110",-0.0017964
"uacr","30yr","male","stroke","bp_tx_sbp_gte_110",0.0189905
"uacr","30yr","female","total_cvd","statin_non_hdl_c",0.093204
"uacr","30yr","male","total_cvd","statin_non_hdl_c",0.1214535
"uacr","30yr","female","ascvd","statin_non_hdl_c",0.0617093
"uacr","30yr","male","ascvd","statin_non_hdl_c",0.0920557
"uacr","30yr","female","heart_failure","statin_non_hdl_c",0
"uacr","30yr","male","heart_failure","statin_non_hdl_c",0
"uacr","30yr","female","chd","statin_non_hdl_c",0.0509371
"uacr","30yr","male","chd","statin_non_hdl_c",0.0580566
"uacr","30yr","female","stroke","statin_non_hdl_c",0.0614446
"uacr","30yr","male","stroke","statin_non_hdl_c",0.1305961
"uacr","30yr","female","total_cvd","age_non_hdl_c",-0.0710685
"uacr","30yr","male","total_cvd","age_non_hdl_c",-0.0483995
"uacr","30yr","female","ascvd","age_non_hdl_c",-0.0489189
"uacr","30yr","male","ascvd","age_non_hdl_c",-0.0297021
"uacr","30yr","female","heart_failure","age_non_hdl_c",0
"uacr","30yr","male","heart_failure","age_non_hdl_c",0
"uacr","30yr","female","chd","age_non_hdl_c",-0.0599687
"uacr","30yr","male","chd","age_non_hdl_c",-0.0520054
"uacr","30yr","female","stroke","age_non_hdl_c",-0.0331901
"uacr","30yr","male","stroke","age_non_hdl_c",0.016562
"uacr","30yr","female","total_cvd","age_hdl_c",0.0306363
"uacr","30yr","male","total_cvd","age_hdl_c",0.0178997
"uacr","30yr","female","ascvd","age_hdl_c",0.0321079
"uacr","30yr","male","ascvd","age_hdl_c",0.0217935
"uacr","30yr","female","heart_failure","age_hdl_c",0
"uacr","30yr","male","heart_failure","age_hdl_c",0
"uacr","30yr","female","chd","age_hdl_c",0.0481562
"uacr","30yr","male","chd","age_hdl_c",0.047197
"uacr","30yr","female","stroke","age_hdl_c",0.0162855
"uacr","30yr","male","stroke","age_hdl_c",-0.0136888
"uacr","30yr","female","total_cvd","age_sbp_gte_110",-0.0951455
"uacr","30yr","male","total_cvd","age_sbp_gte_110",-0.1059324
"uacr","30yr","female","ascvd","age_sbp_gte_110",-0.1003185
"uacr","30yr","male","ascvd","age_sbp_gte_110",-0.0893347
"uacr","30yr","female","heart_failure","age_sbp_gte_110",-0.0896239
"uacr","30yr","male","heart_failure","age_sbp_gte_110",-0.1193827
"uacr","30yr","female","chd","age_sbp_gte_110",-0.0829556
"uacr","30yr","male","chd","age_sbp_gte_110",-0.0783965
"uacr","30yr","female","stroke","age_sbp_gte_110",-0.1139342
"uacr","30yr","male","stroke","age_sbp_gte_110",-0.1080585
"uacr","30yr","female","total_cvd","age_dm",-0.3168231
"uacr","30yr","male","total_cvd","age_dm",-0.2492861
"uacr","30yr","female","ascvd","age_dm",-0.2684574
"uacr","30yr","male","ascvd","age_dm",-0.2081467
"uacr","30yr","female","heart_failure","age_dm",-0.400743
"uacr","30yr","male","heart_failure","age_dm",-0.316651
"uacr","30yr","female","chd","age_dm",-0.2759708
